Word	Frequency
the	2443
the	2442
that	2441
and	2440
this	2439
no	2438
also	2437
one	2436
congressman	2435
there_is	2434
chairman	2433
thank_you_very_much	2432
weave	2431
and	2430
which	2429
which	2428
hungary	2427
but	2426
must	2425
if	2424
volt	2423
tin	2422
now	2421
dr.	2420
christian_democratic_people's_party	2419
or	2418
we	2417
already	2416
can	2415
so	2414
law	2413
who	2412
government	2411
just	2410
state_secretary	2409
enjoin	2408
respected	2407
i	2406
question	2405
because	2404
here	2403
more	2402
away	2401
will_be	2400
president	2399
tooth	2398
year	2397
so	2396
country	2395
may	2394
in_turn	2393
who	2392
honorable_national_assembly	2391
proposal	2390
parliament	2389
e	2388
large	2387
amendment	2386
as	2385
dog	2384
all	2383
human	2382
but_also	2381
thanks	2380
beer	2379
please	2378
because	2377
neither	2376
when	2375
part	2374
applause	2373
business	2372
commission	2371
good	2370
follow	2369
such	2368
bill	2367
therefore	2366
very	2365
hungarian_socialist_party	2364
other	2363
basis	2362
representative	2361
so	2360
therefore	2359
new	2358
give	2357
by	2356
ask	2355
do	2354
possibility	2353
mr.	2352
honorable_house	2351
system	2350
point	2349
case	2348
vote	2347
answer	2346
important	2345
fidesz_hungarian_civic_union	2344
mep	2343
vote	2342
more	2341
debate	2340
state	2339
t	2338
two	2337
attention	2336
opposition	2335
european_union	2334
love	2333
work	2332
for	2331
group	2330
then	2329
representative_co	2328
itself	2327
not	2326
yes	2325
aid	2324
think	2323
budget	2322
or	2321
minister	2320
accept	2319
wish	2318
solo	2317
honorable_members,	2316
on	2315
law	2314
target	2313
see	2312
time	2311
up	2310
percentage	2309
one	2308
they	2307
problem	2306
grant	2305
many	2304
hold	2303
family	2302
there	2301
aye	2300
number	2299
s	2298
better_hungary_movement	2297
task	2296
first	2295
will	2294
area	2293
support	2292
really	2291
child	2290
will	2289
national	2288
to	2287
are	2286
after	2285
by	2284
he	2283
relationship	2282
council	2281
think	2280
2	2279
what_kind_of	2278
following	2277
stephen	2276
all	2275
business	2274
thing	2273
parliament	2272
flag	2271
constitution	2270
be	2269
present	2268
1	2267
today	2266
interests	2265
resolution	2264
economic	2263
huf_billion	2262
yearly	2261
required	2260
title	2259
state	2258
talk	2257
on_this	2256
cost	2255
everybody	2254
program	2253
between	2252
tell	2251
gets	2250
viewpoint	2249
under-secretary	2248
mode	2247
institution	2246
social	2245
10	2244
decision	2243
another	2242
no.	2241
budgetary	2240
supply	2239
deed	2238
maybe	2237
grant	2236
whole	2235
interest_érd	2234
not_only	2233
thousand	2232
therein	2231
buy	2230
place	2229
mouth	2228
individual	2227
where	2226
heard	2225
naturally	2224
state	2223
live	2222
minister	2221
speak	2220
not_against	2219
3	2218
5	2217
i_think	2216
as_well_as	2215
money	2214
amendment	2213
rap_out	2212
but	2211
rétvári_bence	2210
political	2209
